address,price,bedrooms,bathrooms,property_type,area,county,features,date_of_construction
"Ballycrone, Kilcoole, Co. Wicklow",0,4,0,Houses,kilcoole-wicklow,Wicklow,"A2 Rated Homes, Fantastic Location, Large Garden, Underfloor Heating, White Goods Included , Air to Water Heating",0
"Upton Meadow , Kilmuckridge, Co. Wexford",0,3,0,Houses,kilmuckridge-wexford,Wexford,,0
"Mulberry Park, Stratford, Co. Wicklow",0,3,0,Houses,stratford-wicklow,Wicklow,"Introducing a Superb Development of 3 & 4 Bed A-Rated Homes:, Equipped with state-of-the-art Air to Water Heat Pumps., Featuring high-performance double-glazed windows and patio/sliding doors., Registered for the Help to Buy and eligible for the First Home Scheme., Each home includes a double driveway, secure rear boundaries, and spacious patios and lawns., Homebond registered with a 10-year structural guarantee., Enjoy spectacular vistas of the Wicklow Mountains., Underfloor heating on the ground floor and high-efficiency radiators upstairs., Front drive finished with estate railing and attractive planting., Commutable distance to Dublin and surrounding areas.",0
"Grange Manor, Mountmellick, Co. Laois",0,3,0,Houses,mountmellick-laois,Laois,,0
"Merepark At Altidore Gardens, Merepark At Altidore Gardens, Newtownmountkennedy, Co. Wicklow",0,2,0,Houses,newtownmountkennedy-wicklow,Wicklow,,0
"Norhalton, Raynoldstown Village, Dundalk, Co. Louth",0,2,0,Houses,dundalk-louth,Louth,"Heating by Air to Water Heat Pump and thermostatically controlled heat pumps, Fully fitted kitchens - white goods included , Glazed patio doors which open out towards the rear garden, Attractive bathrooms and en suites include high quality sanitary ware, part wall and floor tiling , Provision for electrical car charging point, Solar Photovoltaic Panels located on the roof , 10-year Structural Guarantee provided, Stylish built-in wardrobes, Pressurised hot and cold water provided, Flooring included (subject to signing contracts within 28 days)",0
N/A,0,0,0,N/A,kilkenny-kilkenny,Kilkenny,,0
"Ballycrone Lawns, Kilcoole, Co. Wicklow",0,3,0,Houses,kilcoole-wicklow,Wicklow,,0
"Pearsons Brook, Gorey, Co. Wexford",0,3,0,Houses,gorey-wexford,Wexford,"A2 Energy Efficiency         , Qualifying for the new first time buyers 'Help to Buy' scheme, Classical brick & render facade, Granite cills to front elevation, High performance double glaze windows and doors in modern grey by Munster Joinery, Glazed patio doors providing access to generous garden space, Each house has ample parking with external power point for electric car , Contemporary interior design, Superior quality bespoke Kitchens, Covered by the 10-year Homebond Warranty guarantee scheme., Innovative air to water heat pump with zone controls, providing underfloor heating downstairs and radiators upstairs., Landscaped open green space ",0
"Beckett Woods, Brighton Road, Foxrock, Dublin 18",0,2,0,Houses,foxrock-dublin,Dublin,"Collection of beautifully designed, contemporary houses and apartments by the O'Flynn Group., Nestled within the scenic surroundings of Brighton Road., Foxrock is surrounded by some of South Dublin’s most prestigious schools, both primary and secondary., All houses will have A-rated BER Certification and are compliant with NZEB., High performance Aluclad double glazed windows from Rationel., Painted micro shaker style kitchens including soft close doors and drawers, with Calcatta Gold worktop and splashback., 2.7m high ceilings to both ground and first floor allow for lots of natural light.,  Extra high 2.4m doors provided throughout ground floor., Thermostatically controlled underfloor heating to ground floor and thermostatically controlled radiators to all rooms upstairs. Ground and first floor, The houses have an air-tight membrane and A-rated levels of insulation to the walls, roof and floor.",0
"Munfine Park, Kilmalum, Blessington, Co. Wicklow",0,3,0,Houses,blessington-wicklow,Wicklow,"A Superb Development of 2, 3 & 4 Bed A Rated Homes, Walking Distance of Blessington Lakes & Town Centre , Good Public Transport Links (65 Dublin Bus), Homebond Registered (10 Year Structural Guarantee), Energy Efficient Air to Water Heat Pump, Each Home Features a Double Driveway, Secure Rear Boundaries, Large Patio & Rear Lawn., High-Performance Double-Glazed Windows & Patio Doors, Registered For The Help To Buy & Eligible For The First Home Scheme",0
"Edenvale, Pearse Road, Sligo, Co. Sligo",0,4,0,Houses,sligo-sligo,Sligo,"Air-To-Water Underfloor Heating , Triple Glazed Windows, Homebond Guarantee, Fully Painted, Sanitary Ware Fitted & Tiling, Doors, Skirting & Architrave Fitted, Sought After Location on Pearse Road, PC Sum for Kitchen , Laminate Flooring on 1st Floor",0
"Silver Cove , Aylesbury Park , Sligo, Co. Sligo",0,3,0,Houses,sligo-sligo,Sligo,"Prestigious Location , Within Walking Distance of Schools , Shops & Sligo City Center  , uPVC Double Glaxed Throughout  , Exclusive Small Development , Large Open Green Areas, Spacious Living Accommodation , A2 BER Rating, Quiet Cul-de-Sac  ",0
"Millers Crest, Mountrath Road, Portlaoise, Portlaoise, Co. Laois",0,3,0,Houses,portlaoise-laois,Laois,"Hume Auctioneers - We Get The Pick Of The Crop, TAKE AN EXCLUSIVE HUME VIRTUAL TOUR NOW. CLICK BELOW, All Flooring and Appliances Included, Walking Distance To Schools, Shops, Town Centre and Train Station, Picturebook Interiors, Qualifies For Help To Buy and First Home Scheme, 1GB Fibre Broadband, Walkaround Attics, Pre Launch Special. Just Six Homes Available, Showhouse Now Open. Viewing Of These Exceptional Homes is Highly Recommended.",0
"Kingswood Court, Kingswood, Dublin 24",0,4,0,Houses,kingswood-dublin,Dublin,,0
"The Paddocks, The Paddocks, Williamstown Road, Waterford, Waterford City, Co. Waterford",0,2,0,Houses,waterford-city,Waterford,,0
"Churchfields, Clonattin, Gorey, Co. Wexford",0,3,0,Houses,gorey-wexford,Wexford,,0
"Drumnigh Manor development, Drumnigh Manor, Drumnigh Road, Portmarnock, Co. Dublin",0,5,0,Houses,portmarnock-dublin,Dublin,,0
"Tonaphubble Woods, Sligo, Co. Sligo",0,3,0,Houses,sligo-sligo,Sligo,"Excellent A-Rated Homes, Triple Glazed Windows, Underfloor Heating to groundfloor, High efficiency air to water heat pump, High efficiency aluminum radiators, Finished to a very high standard throughout, Off street parking to front of property, Extremely sought after residential location, Close to all amenities including excellent schools, parks, sports grounds, bars & restaurants, cafes and so much more!, Qualify for the Help to Buy Scheme",0
"Moinear na Darach, Quin, Co. Clare",0,3,0,Houses,quin-clare,Clare,"Superbly located in the superior and historical location of Quin, A2 Rated Home, Air to water heating , Rear garden laid to lawn with concrete post and timber panel fencing., May qualify for First Home Scheme & Help to Buy Scheme",0
"Saunders Avenue, Mullingar, Co. Westmeath",0,3,0,Houses,mullingar-westmeath,Westmeath,,0
"Church Hill, Bunratty, Co. Clare",0,3,0,Houses,bunratty-clare,Clare,"Superior Residential Development in the Heart of Bunratty, A2 Rated Home, Air to Water Energy Efficient Heating System, Double Glazed PVC Windows ",0
"Weaver's Lane, Duleek, Co. Meath",0,3,0,Houses,duleek-meath,Meath,"Highly efficient Air to Water Heat Pump, Contemporary fitted kitchen",0
"DC Manor Ltd, Newcastle West, Co. Limerick",0,3,0,Houses,newcastle-west-limerick,Limerick,,0
"Merrion Gardens, Merrion Gardens, Merrion Road, Ballsbridge, Dublin 4",0,4,0,Houses,ballsbridge-dublin,Dublin,,0
"WestPoint, Donegal Town, Co. Donegal",0,1,0,Houses,donegal-town-donegal,Donegal,"Modern block-built 3 & 4 bed semi-detached, A-rated homes with unique stone facades and granite sills., Attic trusses to allow future simple loft conversion adding an additional c 300 sq.ft of accommodation when completed. This extra space could be used, Large open-plan kitchen / dining room featuring 4-meters of glazing looking into the rear garden and patio., All homes are constructed to provide a high level of air tightness to a standard that exceeds building regulations., Samsung Air-to-Water heating system with ground floor underfloor heating and high-output radiators to first-level with digital wall stats., Low-density development of 73 homes on a large site with a high percentage of green space., High-performance uPVC windows in contemporary grey finish throughout, offering the best in both security and thermal insulation., Superior quality bespoke high-gloss kitchens with a central island incorporating a breakfast counter with built-in appliances as standard., All bathrooms are fitted with contemporary quality sanitary ware with Sonas pressured showers and high-quality tiling., Guest w.c finished in chest-level timber panelling, as standard.",0
"Fulachta Fiadh, Killarney, Co. Kerry",0,5,0,Houses,killarney-kerry,Kerry,,0
"Strand Hill, Strand Hill, Tramore, Co. Waterford",0,3,0,Houses,tramore-waterford,Waterford,,0
"Cushina Avenue , Portarlington, Co. Laois",0,3,0,Houses,portarlington-laois,Laois,"Air-to-water heat pumps with radiators throughout for ultra-efficient heating and hot water, Elegant fitted kitchens , Stylish bathrooms with high quality sanitary ware, High performance uPVC windows, Composite front door, Attractive stone facades, Outside lights and tap, Walled front Garden, Wooden Fenced back garden, 2 Parking spaces per home ",0
"Priors Point, Attirory, Carrick-on-Shannon, Co. Leitrim",0,2,0,Houses,carrick-on-shannon-leitrim,Leitrim,"Special, riverside location boasting superb, A rated homes., Marina Berths available., Carrick-on-Shannon Town Centre & all local amenities within walking distance., Excellent transport links available. Convenient edge of town location for commuters., Qualifies for the ‘Help to Buy Scheme’ for First Time Buyers., Block built construction - high levels of insulation throughout, reducing heat loss through floors, walls and roof., Underfloor heating on ground floor with energy efficient aluminium radiators throughout. A-rated Air-to-Water Heat Pump with smart thermostat and mult, Superior quality bespoke kitchens. Featuring quartz worktops as standard. Fitted utility rooms are featured in all 3 4 & 5 bedroom homes., Provision for Electric Vehicle charging point.",0
"Beaufort, Boyne Village, Navan, Co. Meath., Navan, Co. Meath",0,2,0,Houses,navan-meath,Meath,,0
"Rathmill Manor, Rathcoole, Co. Dublin",0,4,0,Houses,rathcoole-dublin,Dublin,"Large 4 & 5 Bedroom Luxury Homes, Large private Cobble block paved driveways and gardens , Fully fitted Modern Kitchen with Island Unit, Walk in Wardrobe & Built in Wardrobes , Only a few minutes drive or cycle to Luas Red line, 10 Minutes from the Red Cow Roundabout, Extensive Tiling, National & Secondary schools catering for boys and girls all a short walk away.",0
"The Willows , Dunshaughlin, Dunshaughlin, Co. Meath",0,3,0,Houses,dunshaughlin-meath,Meath,,0
"Gleann an Ghairdin, Ballytegan Road, Gorey, Gorey, Co. Wexford",0,3,0,Houses,gorey-wexford,Wexford,"A2 nZEB rated homes, Spacious Well designed homes, Solid Block Construction, Air to Water Heatpumps, 10 Years Homebond Warranty, High Spec Kitchen and wardrobes fitted, High Spec Bathroom suites, Walking distance to the town , GB broadband availability , Just off the M11",0
"Magee Quarter , Kildare, Co. Kildare",0,2,0,Houses,kildare-kildare,Kildare,"A Energy rating , Stylish and elegant kitchen , Underfloor heating on the ground floor , Air to Water heating system , Each home is wired for an intruder alarm , The electrical layout has a generous allocation of light and power points located throughout the house with the final end user in mind, This development qualifies for the Help to Buy and First Homes Scheme., Every home is covered by a 10 year Homebond warranty, Short walk to all the fantastic local amenities",0
"Clarmallagh, Castlecomer, Co. Kilkenny",0,3,0,Houses,castlecomer-kilkenny,Kilkenny,"Hume Auctioneers - We Get The Pick Of The Crop, Air To Water Heating System, q, Walking Distance To Schools, Qualifies For Help To Buy and First Home Scheme, Designer Kitchen and Bathroom,  Highspeed Broadband Available., Viewing Highly Recommended.",0
"Tinakilly Park, Rathnew, Co. Wicklow",0,2,0,Houses,rathnew-wicklow,Wicklow,"Selection of 2 & 3 Bedroom Homes Available To Purchase, Help-To-Buy Scheme Qualified, Optional Pinergy A1 BER Upgrade , Mechanical heat recovery system as standard, Fully fitted and integrated contemporary kitchen, All appliances in kitchen included, Tiled bathrooms with Ideal Standard sanitary ware , Daikin Air-to-Water heating system, Future proofing for Solar PV and Battery Storage, First Home Scheme Qualified",0
"Clarmallagh, The Swan, Swan, Co. Laois",0,3,0,Houses,swan-laois,Laois,,0
"Lorro Gate, Prospect, Athenry, Co. Galway",0,3,0,Houses,athenry-galway,Galway,"Daikin Air to water heat pump with high quality heat controls & controlled mechanical ventilation, A2 Energy Rating, Triple Glazing, Homebond Guarantee included, Help to Buy and First Home Schemes available on 2 and 3 Beds, Modern fitted kitchens, Spacious and light filled, Superb location, walking distance to schools, supermarkets, motorway and town center, M6 motorway junction on your doorstep",0
"Oakhill, Crossabeg, Crossabeg, Co. Wexford",0,4,0,Houses,crossabeg-wexford,Wexford,,0
"Ard an Ghleanna, Aghada, Co. Cork",0,3,0,Houses,aghada-cork,Cork,"Exclusive Development of 21 high quality homes, Generous PC allowance towards a Designer Kitchen, Utility and Wardrobes, 4 Bed Detached c.1815sqft / 1926sqft and 3 Bed Semi Detached c.1259sqft / 1280sqft, Eligible for Help to Buy Scheme, Air to Water and Under Floor Heating, East Corks most desirable and scenic location, Walking distance to all local amenities, School, Shops/Post Office, Pub, GAA Club, Playground, Tennis Club, Wide range of sporting, outdoor and water sports close by to enjoy, Local Beaches include Inch, Ballycroneen and Whitebay within a short drive, C.10 minutes from Midleton and 30 mins from Cork City",0
"Ashewood Walk, Stradbally Road, Portlaoise, Co. Laois",0,4,0,Houses,portlaoise-laois,Laois,"Hume Auctioneers - We Get The Pick Of The Crop, TAKE AN EXCLUSIVE HUME VIRTUAL TOUR NOW. CLICK BELOW, Last 2 New Houses ever in Ashewood Walk, Private footpath to 4 primary schools, Walking Distance To Schools, Hoispital. Town Centre and all amenities, A2 Rated. Air To Water, Qualifies for Help To Buy Scheme. , Designer Kitchen and Utility, Fibre Broadband Available, Viewing Of This Exceptional Home is Highly Recommended.",0
"Domville development, Domville Development, Cherrywood, Co. Dublin",0,1,0,Houses,cherrywood-dublin,Dublin,"A-Rated Homes , Long Established Builder - William Neville & Sons , Brand New Homes , Gardens , Car Parking , Great Connectivity to wider Dublin Area",0
"The Willows Development, The Willows Development, Dunshaughlin, Co. Meath",0,3,0,Houses,dunshaughlin-meath,Meath,,0
"Clochán, Kilmeadan, Co. Waterford",0,3,0,Houses,kilmeadan-waterford,Waterford,"Situated in a village setting yet within just a few minutes' drive of Waterford City., Help to Buy Scheme Approved, A2 Building Energy Rating (BER), Demand Control Ventilation (DCV), Dimplex Air to Water Heat Pump, Generous Kitchen Allowance, Block Boundary Walls , Private driveways with brick front boundary & pier caps, 10 Year Structural Guarantee with Homebond.",0
"Ard Uisce, Whiterock Hill , Wexford Town, Co. Wexford",0,3,0,Houses,wexford-town-wexford,Wexford,"A2 nZEB rated homes, Spacious Well designed homes,  Air to water heat pumps, Help to Buy Scheme Registered, 10 Years Homebond Warranty, High Spec Kitchen and wardrobes fitted, Smart Tech Home pack options, High Spec Bathrooms suites, GB broadband availability , Solid Block Construction ",0
"Greenhill, Greenhill, Clonhaston, Enniscorthy, Co. Wexford",0,2,0,Houses,enniscorthy-wexford,Wexford,"Superior built fully insulated timber frame construction., GreenHill Homes are covered by the 10 year HomeBond Guarantee Scheme., No more expensive gas or oil bills!, Highly efficient air to water heating system. This system not only ensures constant hot water, it also provides a steady and comfortable internal temp, GreenHill Homes will have a Building Energy Rating of A2 due to the combined effect of the air to water heating system and high level of insulation an, GreenHill Homes will be (NZEB) (Nearly Zero Energy Buildings) compliant in line with building regulations., All GreenHill Homes will be finished internally in a white easy to maintain paint finish., GreenHill Homes gardens offer a wonderful extension of the living space. Gardens to the rear are levelled and seeded and the house is finished externa",0
"Rath Ullord, New Orchard, Kilkenny, Co. Kilkenny",0,4,0,Houses,kilkenny-kilkenny,Kilkenny,"Generous Allowances, Up to 10% off purchase price (max €30,000) for first time-buyers via HTB scheme -subject to terms & conditions, New generation air to water heat pump for heating, cooling and domestic hot water., High end kitchen designed and manufactured by the renowned Sinnott Kitchens of Kilkenny , Excellent insulation of floor, wall and roof in each home., A Rated, high performance double glazed windows and doors, Each Rath Ullord home is covered by the 10 year HomeBond Guarantee Scheme.",0
"37 Saint Ignatius Road, Dublin 7, Phibsborough, Dublin 7, D07H985",445000,2,1,Terrace,phibsborough-dublin,Dublin,"Nice house and garden., Central location., Gas fired central heating - combi unit., Excelllent transport links., Highly sought after address.",0
"Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford",0,3,0,Houses,enniscorthy-wexford,Wexford,"A2 nZEB rated houses, Very Spacious well designed homes ,  Air to water Heat Pumps, Registered for Help to Buy Scheme, 10 Years Homebond Warranty., High Spec Kitchen and wardrobes fitted, Google Smart Home Packages available, High Spec Bathroom Suites, Fantastic location in relation to town and M11, Solid Block Construction ",0
"98 Brocan Wood, Monasterevin, Co. Kildare, W34DT96",365000,3,3,Semi-D,monasterevin-kildare,Kildare,"***Includes Home Office-Garden Room***        , A RATED HOME, Easy Train and Bus Access, Great Schools and Shops Locally, Sought After Location, Family Friendly Estate Built, 2019",0
"Minori Cottage, Dromreagh, Durrus, Bantry, Durrus, Co. Cork, P75W865",695000,4,2,Detached,durrus-cork,Cork,"Carefully updated and extended traditional Farmhouse , Solar PV with Battery and Hot Water Solar, New Barn with Horsestable and Storage, 9 acres electric fenced land and 23m Roundpen, Stunning seaview over Dunmanus Bay and Sheepshead",0
"Orchard Hall, Diswellstown Avenue, Hamilton Park, Dublin 15, Carpenterstown, Dublin 15, D15DF8D",390000,2,2,Apartment,carpenterstown-dublin,Dublin,"A Rated Home - Qualifies for Green Morgages, South Facing Balcony, Dedicated Parking Space, Up to 1GB WiFi, Large Living Space",2017
"Saint Marys Road, Ballsbridge, Dublin 4",355000,1,1,Apartment,ballsbridge-dublin,Dublin,"Prime Location, Recently refurbished, High yielding investment property",0
"Apartment 75 , Adelaide Square, Whitefriar Street, Dublin 8, Dublin 2, D08NT72",530000,2,1,Apartment,dublin-2-dublin,Dublin,,2003
"19 Abbeyville Park, Sligo, Co. Sligo, F91X5WD",139000,3,1,Terrace,sligo-sligo,Sligo,"Oil fired central heating, PVC double glazed windows, Generous electrical spec, Excellent potential, Downstairs bathroom, Town centre location close to all amenities, Walking distance to Sligo Town Centre & all amenities, Wheelchair access ramp",0
"Ballyvalley, Killaloe, Co. Clare, V94XHV2",825000,5,4,Detached,killaloe-clare,Clare,"Services to include - Mains gas central heating system. Mains water & bio-cycle treatment sewerage system. Central vacuum system. CCTV security system, Neatly landscaped lawned gardens to the front, side & rear with mature trees, hedges & shrubbery beds. Timber garden shed.PVC double glazed windows & , Kerbed tarmacadam driveway with post & rail timber fencing, Detached Garage., Popular footpath to Killaloe Town Centre, Two-Mile-Gate Leisure Area, Ogonnelloe Village & Scariff., Located within easy commuting distance of all employment centres in Limerick City, Shannon & Nenagh. , 15 Minute access to M7 Motorway (soon to be reduced to 10 minutes with new Killaloe By-pass nearing completion).",0
"22 Highfield Road, Sligo, Co. Sligo, F91XE7V",319000,3,3,Detached,sligo-sligo,Sligo,"Oil fired central heating, uPVC double glazed windows, Generous electrical spec, Converted attic, Fully alarmed, Brick paved driveway with ample off street parking, Large low maintenance rear garden with 2no. Concrete sheds, Excellent & very sought after location within walking distance to Sligo Town Centre, Wide variety of amenities available nearby, Lovely schools close by",0
"61 Woodley Park, Kilmacud, Kilmacud, Co. Dublin, D14YW40",695000,3,2,Semi-D,kilmacud-dublin,Dublin,"Wonderful location, close to many local amenities.    , Beautifully presented property.,  Private rear garden, with gated access., Excellent Public Transport., Off-Street Parking., Within close proximity to Kilmacud & Stillorgan Villages. ",1966
"15 Annamoe Road, Dublin 7, North Circular Road, Dublin 7, D07VKD0",875000,4,4,Terrace,north-circular-road-dublin,Dublin,,2024
"4 Ormond Keep, Nenagh, Co. Tipperary, E45YH64",275000,3,3,Semi-D,nenagh-tipperary,Tipperary,"Situated within walking distance of Nenagh town centre and all amenities, O.F.C.H., mains water and sewerage, Pedestrian access to the rear garden, Property is ready for immediate occupation, Ideal family home or investment property, Fibre broadband available in the area",0
"6 Ballinagard, Roscommon Town, Co. Roscommon, F42E378",499000,6,2,Detached,roscommon-town-roscommon,Roscommon," Stunning spacious 6-bedroom residence with mature shrubs and trees        ,  Mature grounds  with tarmac drive & wrought iron entrance gates ,  Located in a quiet cul-de-sac,  Large Conservatory,  6 spacious bedrooms, 2 en-suites and 2 main bathrooms ,  Utility, office and Stira stairs to the attic,  Hot-press for essential storage of items for the home,  Double glazed PVC windows, mahogany doors throughout,  Bay window to sitting room offering lots of natural light,  Large detached garage",0
"Courtown Road, Kilcock, Kilcock, Co. Kildare, W23VP48",675000,4,4,Detached,kilcock-kildare,Kildare,,0
"Gracefield House, Riverstown, Birr, Co. Offaly, R42HT35",495000,4,5,Detached,birr-offaly,Offaly,"Impressive four bedroom property ready for immediate occupancy, Generous site just minutes drive to Birr town centre and all amenities, O.F.C.H, septic tank & mains water, Detached garage measuring 5.86m x 4.22m, Fibre broadband wired in to the property, Central vacuum system and water treatment system in property",1998
"Apartment 7 , Edward Place, Bloomfield Avenue, Donnybrook, Dublin 4, D04AK71",425000,1,1,Apartment,donnybrook-dublin,Dublin,"Prime Location: Situated in the heart of Donnybrook, one of Dublin’s most sought-after areas., Bright, spacious, south west facing accommodation with dual aspect c. 44 Sq. M, ( 473 Sq. Ft) , Walk in property- immaculately presented in show home condition with a bright interior , Fitted blinds and kitchen appliances namely oven, hob, extractor fan, fridge/freezer, microwave and dishwasher are included in the sale , Modern kitchen with a separate utility area off hallway, Large double bedroom with fitted wardrobes, Ground Floor Convenience - Easy accessibility with a private entrance and beautiful surroundings, Private courtyard to rear giving exclusive access to a courtyard area for additional storage and outdoor use, Designated Parking: Secure, allocated parking space included., Exclusive Development: Located within the gated and meticulously maintained Edward Square grounds.",2008
"17 The Avenue, Broadmeadow Vale, Ratoath, Co. Meath, A85K378",475000,3,3,Semi-D,ratoath-meath,Meath,,0
"19 Ashdale, Dun An Oir, Kanturk, Co. Cork, P51X7R2",225000,3,3,Semi-D,kanturk-cork,Cork,"3 beds, 3 baths, Semi-detached home, Built C. 2005, Expands to C. 110 sqm, B3 BER Energy Rating, Oil fired central heating, Mains sewage, Mains water, Off street parking to the front, Located down a cul de sac",0
"59 Lorcan Grove, Santry, Santry, Dublin 9, D09XC79",435000,3,1,Semi-D,santry-dublin,Dublin,"Side access, Large front and rear gardens, Off street parking, South east facing garden, Paved driveway, Central heating, Double glazed windows, Two feature fireplace",0
"1 Grattan Avenue, Grattan Park, Claremorris, Co. Mayo, F12X2T5",220000,3,3,Semi-D,claremorris-mayo,Mayo,"Comfortable 3 Bedroom home in popular residential developemnt, Corner site with private rear garden and block paved front driveway, Main bedroom ensuite, Open plan kitchen dining area with patio door access to private garden, Situated within walking distance of Claremorris town centre and all its amenites, Adjacent to Grattan park academy care & education for pre school children",2006
"Apartment 22, Shrewsbury Square, Ballsbridge, Dublin 4, D04NX81",775000,2,2,Apartment,ballsbridge-dublin,Dublin,"Bright & spacious accommodation of approx. 79 sq m (850 sq.ft), Generous sized, south facing balcony with views of Dublin mountains, Superb Ballsbridge address, Recessed lighting and solid Cherrywood doors throughout, TWO underground designated car parking spaces & TWO lock-up storage units, Concierge service onsite, Lift access to all floors, BER B3. BER No.100763341, Annual management fees €5,870",0
"37 The Ramparts, Cabinteely, Dublin 18, D18HW77",375000,2,2,Apartment,cabinteely-dublin,Dublin,"Special Features, Immaculately presented 2 bed, 2 bath apartment, Large, South-west facing outdoor terrace / balcony, Supremely private setting, Electric heating, Two un-allocated underground car parking spaces, Close to all amenities, including N/11 QBC and LUAS at Cherrywood, Owner Occupied, Management Fees €2,240.00 p.a. approx., Andersons Management Company",2002
"30 Callenders Mill, Celbridge, Co. Kildare, W23FY00",420000,3,3,Semi-D,celbridge-kildare,Kildare,"3-bedrooms  Main bedroom En-suite &amp; Walk-in wardrobe, Semi-detached  Open plan kitchen/dining/ living area Utility closet, Private cul de sac, Excellent location, Gas Fired Central Heating, Inclusions: Light fittings, blinds, curtain poles and Kitchen appliances (dishwasher, washing machine, gas cooker &amp; tumble dryer)., House Size: 1346 sq ft (125.07 sqm) Including Attic, Built in: 2004, BER: C2",2004
"13 Riverdale, Leixlip, Co. Kildare, W23E262",520000,4,2,Detached,leixlip-kildare,Kildare,"Prime corner site, Excellent scope to extend etc, Unrivalled, central location, Adjacent to Leixlip town centre, Bright, versatile, light filled accommodation, OFCH, Newly upgraded bathroom",1974
"23 Tailteann Court, Longford Road, Mullingar, Co. Westmeath, N91PK79",245000,2,2,Apartment,mullingar-westmeath,Westmeath,,2007
"52 Somerton, Portrane Road, Donabate, Co. Dublin, K36CY24",585000,4,3,Semi-D,donabate-dublin,Dublin,,0
"137 Maples Road, Wedgewood, Sandyford, Dublin 18, D16E3Y1",480000,3,1,Semi-D,sandyford-dublin,Dublin,"Superb Location, Off-street parking, Transport Links",1976
"38 Coolatree Road, Beaumont, Beaumont, Dublin 9, D09P798",535000,4,2,Terrace,beaumont-dublin,Dublin,"Exceptionally well positioned and beautifully presented extended 4-bedroom family home. ,  Solidly built house offering great living space.,  Four generous good-sized bedrooms, three with built in wardrobes.  ,  One of Beaumont's most convenient and quiet mature roads.,   Gas fired ( new gas boiler 2017) radiator central heating with new hot water cylinder. ,  New double glazed Pvc windows and doors ( new composite front door) throughout.  ,  Within walking distance of Beaumont Village (400m.), Beaumont Hospital and DCU campus.",0
"Apartment 301, Abbey River Court, Corbally, Co. Limerick, V94A6NA",180000,2,2,Apartment,corbally-limerick,Limerick,,0
"30 The Glen, Ballyneety, Ballyneety, Co. Limerick, V94PT1W",485000,4,4,Detached,ballyneety-limerick,Limerick,"Substantial detached home with ample living space. , Property located in an attractive and well maintained development on the grounds of Ballyneety Golf Club. , Located only 10 kilometers from Limerick city centre. , Mature gardens overlooking Ballyneety Golf course to the rear. , Tarmacadam driveway with ample parking. , There is oil fired central heating and double glazed windows installed. , Ample living space throughout. , Viewing comes highly recommended. ",1994
"Lane Farm, Piercetown, Skerries, Co. Dublin, K34TR99",695000,4,1,Detached,skerries-dublin,Dublin,"Spacious 4-Bedroom Detached Bungalow, Expansive Garden Room, Detached large garage with room for storage, Private, Enchanting Gardens, Stunning Coastal Views, Exceptional Location, Endless Potential Awaits, shared entrance with a working farm, adding a rural charm to the location, Minutes from Skerries Town with all local amenities",1959
"Apartment 32 , Longford House, D01R940",395000,2,1,Apartment,ifsc-dublin,Dublin,"Top-Floor 2 Bedroom Apartment, Recently Refurbished, Newly Fitted Windows and External Doors, Contemporary Open-Plan Living, Large, Full Width Private Balcony, Prime Location in Dublin Docklands, Lift, Concierge Service",2008
"62 Swan's Nest Avenue, Dublin 5, Kilbarrack, Dublin 5, D05RW83",375000,5,1,Terrace,kilbarrack-dublin,Dublin,"Side Access, 5 Bedrooms , Annexe",0
"13 Cameron Sq, Brookfield Road, Dublin 8, D08X06D",450000,3,1,Terrace,dublin-8-dublin,Dublin,,0
"Eighter, Dublin Road, Skerries, Co. Dublin, K34A663",795000,3,1,Bungalow,skerries-dublin,Dublin,"Mature detached bungalow., Large site with potential to develop (subject to PP)., Dual entrance (Dublin Road &amp; Station Road)., Super location close to train station &amp; town centre.",1964
"Site Adjoining Beresford House, Beresford Gardens, Donabate, Co. Dublin",245000,0,0,Site,donabate-dublin,Dublin,"Site of c.340 sq m, Full Ready to go Planning Permission, Planning for large contemporary style residence, Detached 3 bed dromer style house, Located within a small quiet cul de sac, Short walk to town centre, schools, park, shops and a host of sporting amenities",0
"13 The Dale, Citywest Village, Citywest, Dublin 24, D24KR2K",450000,3,3,Terrace,citywest-dublin,Dublin,,0
"C. 0.5 Acre Site, Schoolhouse Lane, Corduff, Lusk, Co. Dublin",150000,0,0,Site,lusk-dublin,Dublin,"RC - Rural Cluster zoned c. 0.5 acre site, Mains water serviced on the site, Site sold subject to planning, Located just off R132 main road, Adjacent to Corduff National School, Mins. drive to Lusk, Skerries and Balbriggan",0
"White Piers, Rogerstown Lane, Lusk, Rush, Co. Dublin, K45E189",520000,3,1,Bungalow,rush-dublin,Dublin,"Lovely countryside location, Benefit of close to Lusk &amp; Rush, Close train station, Good site c. 0.76 acre, Scope to renovate/expand subject to PP",1970
"14 Kellys Bay Heights, Skerries, Co. Dublin, K34WK47",299500,2,2,Apartment,skerries-dublin,Dublin,"Own Door Entrance, B3 Rated Home., South facing front balcony, Unimpeded countryside views, Main Bedroom En-suite, Ample parking spaces, Close to Skerries Point Shopping Centre, Close to local schools and transport links, Walking distance to Skerries Town Centre, Close to beautiful coastal walks.",2005
